,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
143,На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/300578783/,Москва,sale,flat,3,5,5,207.0,-1,0,160000000,Красносельский,Сретенский бульвар,6/1С1,Тургеневская,
144,Absolute Premium,developer,https://www.cian.ru/sale/flat/299898685/,Москва,sale,flat,5,18,1,49.8,-1,0,49737000,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
145,MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298735155/,Москва,sale,flat,10,18,3,105.6,-1,0,89900000,Дорогомилово,Кутузовский проспект,12С23,Москва-Сити,Бадаевский
146,Компания Пионер,developer,https://www.cian.ru/sale/flat/296085449/,Москва,sale,flat,-1,-1,-1,202.0,-1,0,16048946,Марьина роща,Полковая ,1С12,Савёловская,PRIDE
147,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/296325192/,Москва,sale,flat,11,58,4,108.2,-1,0,45000000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
148,VESPER,developer,https://www.cian.ru/sale/flat/289484543/,Москва,sale,flat,9,9,3,101.0,-1,0,180790000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
149,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/294106848/,Москва,sale,flat,4,6,3,145.0,-1,0,167000000,Пресненский,Большой Гнездниковский переулок,3,Пушкинская,Респект
150,Пионер,developer,https://www.cian.ru/sale/flat/296152531/,Москва,sale,flat,3,25,2,56.59,-1,0,23061407,Москворечье-Сабурово,,,Варшавская,Лайф Варшавская ЖК
151,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300139607/,Москва,sale,flat,4,8,3,162.9,-1,0,385000000,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас
152,Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/297596634/,Москва,sale,flat,4,6,2,102.7,-1,0,107526900,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
153,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/281642517/,Москва,sale,flat,7,9,3,135.0,-1,0,156000000,Замоскворечье, Бахрушина,13,Павелецкая,
154,Донстрой,developer,https://www.cian.ru/sale/flat/300358272/,Москва,sale,flat,3,16,2,81.6,-1,0,59674080,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река
155,FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/293069719/,Москва,sale,flat,2,10,4,262.02,-1,0,330000000,Раменки,Минская ,2Вк3,Минская,Снегири Эко
156,MR Group,developer,https://www.cian.ru/sale/flat/299093606/,Москва,sale,flat,9,27,3,79.4,-1,0,39050875,Даниловский,Дубининская ,59к6,Серпуховская,Павелецкая Сити
157,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300282851/,Москва,sale,flat,10,14,4,129.4,-1,0,95000000,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden
158,СИТИ21,developer,https://www.cian.ru/sale/flat/292035501/,Москва,sale,flat,14,15,2,75.8,-1,0,31535521,Останкинский,проспект Мира,95,Алексеевская,Hill8
159,ID 111178697,homeowner,https://www.cian.ru/sale/flat/296212468/,Москва,sale,flat,15,21,4,226.3,-1,0,159000000,Пресненский,Большой Тишинский переулок,10С1,Баррикадная,"Большой Тишинский переулок, 10с1"
160,Sminex,developer,https://www.cian.ru/sale/flat/293713709/,Москва,sale,flat,2,14,3,142.1,-1,0,277800000,Якиманка,,,Полянка,Лаврушинский ЖК
161,MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293958982/,Москва,sale,flat,25,30,3,134.0,-1,0,66000000,Проспект Вернадского,проспект Вернадского,37к1А,Проспект Вернадского,
162,VESPER,developer,https://www.cian.ru/sale/flat/269051087/,Москва,sale,flat,-1,-1,-1,2.0,-1,0,216819225,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
163,Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/296649966/,Москва,sale,flat,3,15,3,122.7,-1,0,200000000,Хамовники,Олсуфьевский переулок,9к1,Фрунзенская,White Khamovniki
164,COLDY,developer,https://www.cian.ru/sale/flat/297997304/,Москва,sale,flat,-1,-1,-1,202.0,-1,0,183834633,Хамовники,переулок 1-й Тружеников,12,Киевская,Хамовники 12
165,Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/297589036/,Москва,sale,flat,3,12,5,238.0,-1,0,296000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
166,Sminex,developer,https://www.cian.ru/sale/flat/298240165/,Москва,sale,flat,2,21,3,99.7,-1,0,70270000,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК
167,Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/297460227/,Москва,sale,flat,3,12,-1,303.0,-1,0,380000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
168,Sminex,developer,https://www.cian.ru/sale/flat/293711658/,Москва,sale,flat,3,6,3,136.8,-1,0,250800000,Басманный,Потаповский переулок,5С4,Чистые пруды,Чистые Пруды
169,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300734770/,Москва,sale,flat,9,17,2,53.9,-1,0,16250000,Южное Тушино,бульвар Яна Райниса,39,Сходненская,
170,Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/298849163/,Москва,sale,flat,3,10,1,45.5,-1,0,23132200,,,В14 кв-л,Павшино,Сберсити ЖК
171,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299872302/,Москва,sale,flat,3,5,2,69.3,-1,0,52000000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
172,Sminex,developer,https://www.cian.ru/sale/flat/299801864/,Москва,sale,flat,3,6,3,203.7,-1,0,471460000,Хамовники,3-й Обыденский переулок,1С1,Кропоткинская,Клубный дом Обыденский № 1
173,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/287679683/,Москва,sale,flat,3,18,3,126.3,-1,0,75000000,Пресненский,Большая Грузинская ,37С2,Белорусская,
174,Компания Пионер,developer,https://www.cian.ru/sale/flat/295410701/,Москва,sale,flat,7,39,2,36.0,-1,0,26979732,Даниловский,,,Павелецкая,Хай Лайф ЖК
175,SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/298663608/,Москва,sale,flat,20,42,5,165.0,-1,0,114900000,Хорошевский,Ленинградский проспект,37/3,Динамо,Прайм Парк
176,ANT Development,developer,https://www.cian.ru/sale/flat/283856126/,Москва,sale,flat,22,34,3,83.6,-1,0,103831608,Дорогомилово,Поклонная ,9,Кутузовская,Поклонная 9
177,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/295035055/,Москва,sale,flat,7,11,4,203.0,-1,0,140000000,Аэропорт,Ленинградский проспект,36с31,Динамо,ВТБ Арена парк
178,ID 39404589,developer,https://www.cian.ru/sale/flat/300673572/,Москва,sale,flat,3,34,3,54.4,-1,0,20514240,Нагорный,,2,Нагорная,Твелв ЖК
179,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/285648398/,Москва,sale,flat,25,42,4,145.0,-1,0,93441900,Раменки,Мосфильмовская ,70к2,Ломоносовский проспект,Воробьевы Горы
180,Группа Родина,developer,https://www.cian.ru/sale/flat/285606693/,Москва,sale,flat,3,23,2,61.8,-1,0,29246000,Ростокино,,к2,Ботанический сад,Союз ЖК
181,ID 413522,realtor,https://www.cian.ru/sale/flat/300509432/,Москва,sale,flat,11,11,4,303.0,-1,0,465790000,Хамовники,Трубецкая ,12,Фрунзенская,Садовые кварталы
182,EraOneHolding,developer,https://www.cian.ru/sale/flat/274788987/,Москва,sale,flat,8,8,1,111.7,-1,0,88184211,Арбат, Арбат,24,Смоленская,Turandot Residences
183,ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/298048143/,Москва,sale,flat,17,29,1,33.5,-1,0,20000000,Хорошево-Мневники,Шелепихинская набережная,40к3,Хорошёвская,Sydney City
184,Regions Development,developer,https://www.cian.ru/sale/flat/300672492/,Москва,sale,flat,2,24,3,93.9,-1,0,38197066,Нагатинский затон,проспект Андропова,9/1к2,Технопарк,Dream Towers
185,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/298980804/,Москва,sale,flat,6,41,4,91.0,-1,0,79990000,Хорошевский,Ленинградский проспект,37/3,ЦСКА,Прайм Парк
186,FORMA,developer,https://www.cian.ru/sale/flat/298003630/,Москва,sale,flat,7,33,1,58.47,-1,0,35386102,Пресненский,к2.3,к2.3,Белорусская,Репаблик ЖК
187,ID 14953,realtor,https://www.cian.ru/sale/flat/288452371/,Москва,sale,flat,13,14,3,92.0,-1,0,76999999,Таганский,Гончарная ,38,,
188,СЗ Варшава,representative_developer,https://www.cian.ru/sale/flat/300113547/,Москва,sale,flat,7,9,3,193.9,-1,0,271460000,Якиманка,Ленинский проспект,2,Октябрьская,Клубный дом CULT
189,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300149305/,Москва,sale,flat,14,17,3,119.0,-1,0,79000000,Арбат, Новый Арбат,29,Смоленская,
190,Группа Родина,developer,https://www.cian.ru/sale/flat/293200702/,Москва,sale,flat,11,13,2,47.0,-1,0,14817000,, 1-я Ватутинская,12к2,Ольховая,Russian Design District
191,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300635498/,Москва,sale,flat,20,41,4,164.0,-1,0,115000000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
192,Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/299934983/,Москва,sale,flat,3,13,1,56.33,-1,0,24914759,,,В21 кв-л,Опалиха,Сберсити ЖК
193,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295403432/,Москва,sale,flat,15,15,5,215.0,-1,0,270047091,Хамовники,Саввинская набережная,9,Киевская,
194,MR Group,developer,https://www.cian.ru/sale/flat/300288766/,Москва,sale,flat,40,54,1,29.14,-1,0,17823035,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
195,Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/296315046/,Москва,sale,flat,14,17,3,119.0,-1,0,79000000,Арбат, Новый Арбат,29,Смоленская,
196,Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/299137613/,Москва,sale,flat,4,12,1,45.87,-1,0,22499235,,,В19 кв-л,Павшино,Сберсити ЖК
197,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/288080141/,Москва,sale,flat,2,4,2,75.0,-1,0,75000000,Хамовники, Остоженка,1/9,Кропоткинская,
198,Мангазея,developer,https://www.cian.ru/sale/flat/300312697/,Москва,sale,flat,-1,-1,-1,1.0,-1,0,25392000,Щукино,Щукинская ,3,Щукинская,Интонация
199,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300650969/,Москва,sale,flat,10,37,4,88.4,-1,0,78500000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
200,MR Group,developer,https://www.cian.ru/sale/flat/299928849/,Москва,sale,flat,9,17,3,145.06,-1,0,208631094,Мещанский,м. Цветной бульвар,,Цветной бульвар,Клубный дом Forum
201,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/277466643/,Москва,sale,flat,4,5,4,170.0,-1,0,230000000,Хамовники,Гагаринский переулок,24/7С2,Смоленская,
202,Hutton Development,developer,https://www.cian.ru/sale/flat/293911173/,Москва,sale,flat,-1,-1,-1,202.0,-1,0,101640000,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO
203,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300460047/,Москва,sale,flat,7,41,4,132.9,-1,0,79000000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
